70,555,730,1,598.53,760.31
70,555,730,1,595.38,757.45
70,555,730,1,572.56,752.58
70,555,730,1,539.37,744.63
70,555,730,1,563,721
70,127,860,1,138.17,885.37
70,127,860,1,97.536,870
70,127,860,1,124.01,848.2
70,169,627,1,186.58,636.14
70,169,627,1,139.58,633.21
70,169,627,1,136.5,632.78
70,169,627,1,200.54,592.06
70,1,180,1,-54.357,364.5
70,1,180,1,-943.55,307.73
70,1,180,1,-1610.6,208.93
70,1,180,1,23.753,166.57
70,418,573,1,438.83,602.7
70,418,573,1,429.3,602.5
70,418,573,1,417.22,590.99
70,418,573,1,391.08,589.9
70,418,573,1,388.19,554.2
70,418,573,1,388.4,559.44
70,418,573,1,390.32,560.32
70,418,573,1,430.69,562.43
70,418,573,1,439.56,563.51
70,418,573,1,443.26,571
70,488,163,1,511.12,195.56
70,488,163,1,500.92,194.07
70,488,163,1,485.06,166.65
70,488,163,1,501.71,149.93
70,160,906,1,177.16,922.89
70,160,906,1,176.37,922.67
70,160,906,1,175.79,915.53
70,160,906,1,145.94,906.82
70,160,906,1,137.64,886.57
70,160,906,1,139.28,886.99
70,160,906,1,147.67,895.55
70,160,906,1,171.14,895.96
70,667,77,2,685.8,94.937
70,667,77,2,682.13,90.179
70,667,77,2,669.05,82.165
70,667,77,2,647.41,59.161
70,667,77,2,649.97,67.888
70,17,338,2,28.137,408.1
70,17,338,2,-422.39,405.94
70,17,338,2,-457.79,391.77
70,17,338,2,-673.17,354.46
70,17,338,2,38.51,302.81
70,17,338,2,38.891,319.72
70,17,338,2,43.668,334.85
70,119,581,2,154.55,593.27
70,119,581,2,114,585.9
70,119,581,2,101.42,585.26
70,119,581,2,124.28,556.72
70,119,581,2,147.73,572.77
70,953,475,2,963.52,503.71
70,953,475,2,957.91,503.53
70,953,475,2,952.86,502.14
70,953,475,2,947.09,493.74
70,953,475,2,928.98,442.12
70,953,475,2,952.66,448.5
70,953,475,2,967.29,473.69
70,976,806,1,994.97,820.94
70,976,806,1,961.77,810.46
70,976,806,1,964.33,785.09
70,976,806,1,973.82,787.7
70,30,531,1,55.956,547.46
70,30,531,1,20.133,531.34
70,30,531,1,-6.449,501.25
70,30,531,1,16.884,504.64
70,30,531,1,50,514.65
70,30,531,1,65.591,523.19
70,494,227,1,498.14,231
70,494,227,1,469.67,231
70,494,227,1,458.46,194.07
70,494,227,1,472.37,195.56
70,494,227,1,485.06,201.68
70,494,227,1,500.92,211.38
70,494,227,1,523.37,218.99
70,863,710,3,880.65,732.67
70,863,710,3,852.06,723.68
70,863,710,3,830.07,684.52
70,863,710,3,851.98,685.72
70,863,710,3,867.03,701.01
70,243,148,3,248.03,163.35
70,243,148,3,229.01,157.92
70,243,148,3,222.96,134.8
70,835,658,3,846.48,665.27
70,835,658,3,818.76,659.11
70,835,658,3,819.58,629.53
70,835,658,3,843.33,643.24
70,835,658,3,848.31,650.3
70,814,634,3,819.58,650.3
70,814,634,3,803.13,641.69
70,814,634,3,799.4,636.22
70,814,634,3,843.33,611.8
70,814,634,3,843.36,613.51
70,814,634,3,846.82,613.82
70,814,634,3,846.82,629.53
70,629,229,1,630.3,260.83
70,629,229,1,610.33,255.13
70,629,229,1,609.57,238.44
70,629,229,1,603.44,231.6
70,629,229,1,644.48,209.16
70,629,229,1,653.34,212.31
70,629,229,1,661.48,227.97
70,2,182,4,-16.397,208.93
70,2,182,4,-54.357,205.4
70,2,182,4,14.5,174.5
70,380,166,4,390.5,190
70,380,166,4,379.5,190
70,380,166,4,357.81,184.5
70,380,166,4,338.12,173.46
70,380,166,4,367.62,149.5
70,380,166,4,388.66,149.5
70,905,149,4,933.48,172.92
70,905,149,4,932.19,171.69
70,905,149,4,927.47,169.83
70,905,149,4,899,162.3
70,905,149,4,895.66,153.13
70,905,149,4,885.75,135.77
70,681,202,4,677.75,234.99
70,681,202,4,661.48,227.97
70,681,202,4,653.34,212.31
70,681,202,4,662.45,177.61
70,681,202,4,689.61,178.54
70,681,202,4,698.92,194.1
70,379,955,4,412.18,1017
70,379,955,4,410.9,1014.1
70,379,955,4,382.77,982.98
70,379,955,4,361.79,938.83
70,379,955,4,366.3,939.38
70,379,955,4,383.83,941.46
